organization,cohort date,nurse id,deid_names,employment start date,type of unit,age,gender,education,nursing degree received,gpa,employment status,leave,termination,termination date,termination reason,id,tenure
Emory University Hospital,4/15/2016 0:00,617404,13846,,Oncology Inpatient Unit,23,Female,Auburn University,BSN,3.245,,No,No,,,20725,
Emory University Hospital,10/7/2015 0:00,410830,13847,,General Medical Inpatient Unit,23,Female,Auburn University,BSN,3.75,,No,No,,,20726,
Emory Saint Joseph's Hospital,7/13/2015 0:00,903998,13848,,General Medical Inpatient Unit,23,Female,Auburn University,BSN,3.245,,No,No,,,20727,
Emory University Hospital,3/23/2015 0:00,408578,13849,,Medical/Surgical ICU Inpatient Unit,26,Female,Auburn University,BSN,3.75,,No,No,,,20728,
Emory University Hospital,3/2/2015 0:00,30990,13850,,General Medical Inpatient Unit,24,Female,Auburn University,BSN,3.245,,No,No,,,20729,
Emory University Hospital,3/2/2015 0:00,619635,13851,,Medical/Surgical ICU Inpatient Unit,24,Female,Auburn University,BSN,3.245,,No,No,,,20730,
Emory University Hospital,2/16/2015 0:00,408084,13852,,Medical/Surgical ICU Inpatient Unit,24,Female,Auburn University,BSN,3.245,,No,No,,,20731,
Emory Saint Joseph's Hospital,10/20/2014 0:00,40702800,13853,,Emergency Department,22,Female,Auburn University,BSN,3.245,,No,Yes,11/30/2015 0:00,Unhappy with job/facility,20732,
Emory University Hospital,8/25/2014 0:00,403421,13854,,Emergency Department,23,Female,Auburn University,BSN,3.245,,No,No,,,20733,
Emory University Hospital,3/27/2014 0:00,404423,13855,,General Medical Inpatient Unit,22,Female,Auburn University,BSN,3.245,,No,No,,,20734,
Emory Saint Joseph's Hospital,8/12/2013 0:00,40244800,13856,,Medical/Surgical Inpatient Unit,22,Female,Auburn University,BSN,3.75,,No,No,,,20735,
Emory University Hospital,3/11/2013 0:00,9680,13857,,General Medical Inpatient Unit,22,Female,Auburn University,BSN,3.245,,No,No,,,20736,
Emory Saint Joseph's Hospital,10/22/2012 0:00,39919900,13858,,Medical/Surgical Inpatient Unit,23,Female,Auburn University,BSN,3.75,,No,Yes,10/22/2014 0:00,Unhappy with job/facility,20737,
Emory University Hospital,10/8/2012 0:00,3381,13859,,Neonatal ICU Inpatient Unit,23,Female,Auburn University,BSN,3.75,,No,No,,,20738,
Emory University Hospital,9/10/2012 0:00,6711,13860,,Mother/Baby Unit,22,Female,Auburn University,BSN,3.75,,No,No,,,20739,
Emory Saint Joseph's Hospital,7/12/2024 0:00,472791,13861,8/5/2024 0:00,Medical/Surgical Inpatient Unit,30,Female,Auburn University at Montgomery,BSN,3.245,Full-time,No,No,,,20740,1.635616438
Emory University Hospital,4/26/2023 0:00,447019,13862,3/5/2023 0:00,Cardiac/Heart/Vascular Critical Care,22,Female,Auburn University at Montgomery,BSN,3.75,Full-time,No,No,,,20741,3.057534247
Emory University Hospital,7/22/2021 0:00,447953,13863,7/19/2021 0:00,General Medical Inpatient Unit,27,Female,Auburn University at Montgomery,BSN,3.245,,No,No,,,20742,4.684931507
Emory University Hospital Midtown,11/6/2020 0:00,443274,13864,10/26/2020 0:00,Perioperative OR,22,Female,Auburn University at Montgomery,BSN,3.245,Full-time,No,No,,,20743,5.41369863
Emory Saint Joseph's Hospital,7/13/2020 0:00,442309,13865,7/13/2020 0:00,Medical/Surgical Inpatient Unit,22,Female,Auburn University at Montgomery,BSN,3.245,Per Diem,No,Yes,4/3/2023 0:00,Other/Unknown,20744,2.723287671
Emory University Hospital,5/1/2020 0:00,440811,13866,3/16/2020 0:00,General Medical Inpatient Unit,24,Female,Auburn University at Montgomery,BSN,3.245,,No,No,,,20745,6.02739726
Emory University Hospital,8/1/2019 0:00,435924,13867,7/22/2019 0:00,Transplant Unit,22,Female,Auburn University at Montgomery,BSN,3.245,,No,Yes,3/20/2021 0:00,Obtained position representing a different job experience,20746,1.663013699
Emory University Hospital,2/26/2019 0:00,433095,13868,3/4/2019 0:00,Transplant Unit,24,Female,Auburn University at Montgomery,BSN,3.245,Full-time,No,No,,,20747,7.063013699
Emory University Hospital,7/30/2018 0:00,711070,13869,7/30/2018 0:00,Medical/Surgical Intermediate Unit,23,Female,Auburn University at Montgomery,BSN,3.245,Full-time,No,No,,,20748,7.657534247
Emory University Hospital,8/21/2024 0:00,2359600,13870,8/5/2024 0:00,Neurology/Neurosurgical ICU Inpatient Unit,24,Female,Auburn University,BSN,3.245,Full-time,No,No,,,20749,1.635616438
Emory Saint Joseph's Hospital,7/11/2016 0:00,14224,13871,,Medical/Surgical Inpatient Unit,22,Female,Augusta State University,BSN,3.75,,No,No,,,20750,
Emory Saint Joseph's Hospital,7/11/2016 0:00,104946,13872,,Medical/Surgical Inpatient Unit,22,Female,Augusta State University,BSN,3.75,,No,Yes,3/8/2021 0:00,Obtained position representing a promotion/career advancement,20751,
Emory University Hospital,3/11/2013 0:00,1210,13873,,Perioperative OR,26,Male,Augusta State University,BSN,2.745,,No,No,,,20752,
Emory University Hospital,3/11/2013 0:00,5185,13874,,Oncology Inpatient Unit,22,Female,Augusta State University,BSN,3.75,,No,No,,,20753,
Emory University Hospital,10/20/2025 0:00,479749,13875,10/20/2025 0:00,Oncology Inpatient Unit,24,Female,Augusta State University,BSN,3.245,Full-time,No,No,,,20754,0.42739726
Emory University Hospital,8/28/2025 0:00,479866,13876,8/18/2025 0:00,Transplant Unit,22,Female,Augusta State University,BSN,3.245,Full-time,No,No,,,20755,0.6
Emory Enterprise Staffing Pool,8/28/2025 0:00,480109,13877,8/11/2025 0:00,Float Pool,23,Female,Augusta State University,BSN,3.245,Full-time,No,No,,,20756,0.619178082
Emory University Hospital,8/20/2025 0:00,479050,13878,7/21/2025 0:00,Neurology/Neurosurgical ICU Inpatient Unit,22,Female,Augusta State University,BSN,3.75,Full-time,No,No,,,20757,0.676712329
Emory University Hospital,8/18/2025 0:00,479055,13879,8/4/2025 0:00,Medical/Surgical Intermediate Unit,22,Female,Augusta State University,BSN,3.245,Full-time,No,No,,,20758,0.638356164
Emory University Hospital,4/23/2025 0:00,470409,13880,3/3/2025 0:00,Surgical ICU Inpatient Unit,22,Female,Augusta State University,Accelerated BSN,3.245,Full-time,No,No,,,20759,1.060273973
Emory Saint Joseph's Hospital,2/17/2025 0:00,421918,13881,3/10/2025 0:00,Emergency Department,39,Female,Augusta State University,Masters,3.245,Full-time,No,No,,,20760,1.04109589
Emory University Hospital Midtown,10/25/2024 0:00,474414,13882,10/14/2024 0:00,Medical/Surgical Inpatient Unit,24,Female,Augusta State University,BSN,3.245,Full-time,No,No,,,20761,1.443835616
Emory Hillandale Hospital,8/22/2024 0:00,469186,13883,3/18/2024 0:00,Medical/Surgical ICU Inpatient Unit,28,Female,Augusta State University,BSN,3.245,Full-time,No,Yes,6/22/2025 0:00,Personal reasons,20762,1.263013699
Emory University Hospital,4/24/2024 0:00,468752,13884,3/4/2024 0:00,Cardiac/Heart/Vascular Critical Care,24,Female,Augusta State University,MSN (CNL),3.245,Full-time,No,No,,,20763,2.057534247
Emory University Hospital,4/24/2024 0:00,468861,13885,3/4/2024 0:00,Medical ICU Inpatient Unit,27,Female,Augusta State University,MSN (CNL),3.75,Full-time,No,No,,,20764,2.057534247
Emory University Hospital,4/24/2024 0:00,2600530,13886,4/4/2024 0:00,Surgical ICU Inpatient Unit,24,Female,Augusta State University,MSN (CNL),3.245,Full-time,No,No,,,20765,1.97260274
Emory Enterprise Staffing Pool,4/2/2025 0:00,459350,13887,3/18/2025 0:00,Float Pool,25,Female,Augusta State University,MSN (CNL),3.245,Full-time,No,Yes,7/3/2025 0:00,Unhappy with job/facility,20766,0.293150685
Emory University Hospital,4/16/2021 0:00,2371105,13888,3/22/2021 0:00,Surgical ICU Inpatient Unit,27,Female,Augusta State University,MSN (CNL),3.245,,No,Yes,8/11/2021 0:00,Unhappy with job/facility,20767,0.389041096
Emory Enterprise Staffing Pool,4/2/2025 0:00,476584,13889,4/2/2025 0:00,Float Pool,26,Female,Augusta State University,MSN (CNL),3.245,Full-time,No,Yes,7/3/2025 0:00,Unhappy with job/facility,20768,0.252054795
Emory University Hospital,3/18/2022 0:00,453436,13890,4/4/2022 0:00,Oncology Inpatient Unit,24,Female,Augusta State University,MSN (CNL),3.75,Full-time,No,Yes,11/14/2022 0:00,Obtained position representing a different job experience,20769,0.61369863
Emory University Hospital,8/16/2023 0:00,464584,13891,7/31/2023 0:00,Emergency Department,21,Female,Augusta State University,BSN,3.245,Full-time,No,No,,,20770,2.652054795
Emory Decatur Hospital,8/15/2023 0:00,465004,13892,8/7/2023 0:00,Medical/Surgical ICU Inpatient Unit,22,Male,Augusta State University,BSN,3.245,Full-time,No,No,,,20771,2.632876712
Emory University Hospital Midtown,8/11/2023 0:00,464445,13893,7/31/2023 0:00,Obstetrics/Labor & Delivery Inpatient Unit,22,Female,Augusta State University,BSN,3.245,Full-time,No,No,,,20772,2.652054795
Emory University Hospital Midtown,8/11/2023 0:00,464446,13894,7/31/2023 0:00,Medical ICU Inpatient Unit,21,Female,Augusta State University,BSN,3.245,Full-time,No,Yes,4/13/2025 0:00,Other/Unknown,20773,1.704109589
Emory University Hospital,8/7/2023 0:00,464295,13895,7/24/2023 0:00,General Medical Inpatient Unit,22,Female,Augusta State University,BSN,3.245,Full-time,No,No,,,20774,2.671232877
Emory Johns Creek Hospital,7/21/2023 0:00,464666,13896,7/17/2023 0:00,Perioperative OR,25,Female,Augusta State University,MSN (CNL),3.245,Full-time,No,Yes,8/18/2025 0:00,Family obligations (family/friend caregiving responsibility),20775,2.090410959
Emory Saint Joseph's Hospital,7/21/2023 0:00,2391601,13897,7/17/2023 0:00,Perioperative OR,22,Female,Augusta State University,BSN,3.245,Full-time,No,No,,,20776,2.690410959
Emory University Hospital,4/26/2023 0:00,461547,13898,3/6/2023 0:00,Cardiac/Heart/Vascular Critical Care,24,Male,Augusta State University,MSN (CNL),3.75,Full-time,No,Yes,5/10/2025 0:00,Other/Unknown,20777,2.180821918
Emory University Hospital Midtown,4/7/2023 0:00,461848,13899,3/27/2023 0:00,Cardiac/Heart/Vascular Critical Care,32,Male,Augusta State University,MSN (CNL),3.75,Full-time,No,No,,,20778,2.997260274
Emory University Hospital Midtown,8/25/2022 0:00,2281936,13900,8/8/2022 0:00,Cardiac/Heart/Vascular Critical Care,23,Female,Augusta State University,BSN,3.75,Full-time,No,No,,,20779,3.630136986
Emory University Hospital,8/17/2022 0:00,455907,13901,8/15/2022 0:00,Surgical ICU Inpatient Unit,23,Female,Augusta State University,BSN,3.75,,No,No,,,20780,3.610958904
Emory University Hospital,8/17/2022 0:00,456453,13902,6/27/2022 0:00,Cardiac/Heart/Vascular Critical Care,23,Female,Augusta State University,BSN,3.75,,No,Yes,4/28/2025 0:00,Other/Unknown,20781,2.838356164
Emory Saint Joseph's Hospital,2/21/2022 0:00,452474,13903,2/21/2022 0:00,Orthopedic Inpatient Unit,31,Female,Augusta State University,MSN (CNL),3.245,,No,Yes,3/12/2023 0:00,Obtained position with a more desirable commute,20782,1.052054795
Emory University Hospital Midtown,10/29/2021 0:00,406496,13904,10/29/2021 0:00,General Medical Inpatient Unit,44,Male,Augusta State University,MSN (CNL),3.245,,No,No,,,20783,4.405479452
Emory University Hospital Midtown,10/29/2021 0:00,450915,13905,10/24/2021 0:00,Obstetrics/Labor & Delivery Inpatient Unit,25,Female,Augusta State University,MSN (CNL),3.245,,No,No,,,20784,4.419178082
Emory University Hospital Midtown,10/29/2021 0:00,2464042,13906,10/24/2021 0:00,Cardiac/Heart/Vascular Critical Care,22,Female,Augusta State University,Accelerated BSN,3.245,,No,No,,,20785,4.419178082
Emory University Hospital,9/27/2021 0:00,449870,13907,9/20/2021 0:00,Oncology Inpatient Unit,24,Female,Augusta State University,Accelerated BSN,3.245,,No,No,,,20786,4.512328767
Emory University Hospital,9/27/2021 0:00,450074,13908,9/20/2021 0:00,Oncology Inpatient Unit,22,Female,Augusta State University,Accelerated BSN,3.245,,No,Yes,12/21/2023 0:00,Other/Unknown,20787,2.252054795
Emory University Hospital,8/18/2021 0:00,447979,13909,7/19/2021 0:00,Neurology/Neurosurgical ICU Inpatient Unit,23,Female,Augusta State University,BSN,3.75,,No,No,,,20788,4.684931507
Emory University Hospital,8/18/2021 0:00,447985,13910,7/19/2021 0:00,Cardiac/Heart/Vascular Critical Care,22,Female,Augusta State University,BSN,3.75,,No,Yes,4/16/2023 0:00,Returning to school full-time,20789,1.742465753
Emory University Hospital Midtown,8/13/2021 0:00,448572,13911,8/9/2021 0:00,Neonatal ICU Inpatient Unit,22,Female,Augusta State University,BSN,3.75,,No,Yes,11/13/2024 0:00,Travel Nurse,20790,3.265753425
Emory University Hospital Midtown,8/13/2021 0:00,448630,13912,8/9/2021 0:00,Emergency Department,22,Male,Augusta State University,BSN,3.75,,No,No,,,20791,4.62739726
Emory University Hospital,7/22/2021 0:00,447914,13913,6/14/2021 0:00,General Medical Inpatient Unit,24,Female,Augusta State University,MSN (CNL),3.245,,No,No,,,20792,4.780821918
Emory Saint Joseph's Hospital,7/12/2021 0:00,447800,13914,7/12/2021 0:00,Cardiac/Heart/Vascular Critical Care,23,Female,Augusta State University,BSN,3.245,Full-time,No,No,,,20793,4.704109589
Emory Saint Joseph's Hospital,7/12/2021 0:00,447910,13915,7/12/2021 0:00,Cardiac/Heart/Vascular Critical Care,21,Female,Augusta State University,BSN,3.245,Full-time,No,Yes,11/4/2024 0:00,Returning to school full-time,20794,3.317808219
Emory University Hospital,4/16/2021 0:00,445587,13916,3/1/2021 0:00,Other (please specify),26,Female,Augusta State University,MSN (CNL),3.75,,No,Yes,9/10/2022 0:00,Unhappy with job/facility,20795,1.528767123
Emory University Hospital,4/16/2021 0:00,445776,13917,3/1/2021 0:00,Cardiac/Heart/Vascular Critical Care,22,Female,Augusta State University,Accelerated BSN,3.245,,No,No,,,20796,5.068493151
Emory University Hospital,4/16/2021 0:00,1794834,13918,3/1/2021 0:00,Cardiac/Heart/Vascular Critical Care,28,Female,Augusta State University,MSN (CNL),3.75,,No,Yes,9/12/2023 0:00,Other/Unknown,20797,2.534246575
Emory University Hospital Midtown,4/1/2021 0:00,445610,13919,3/29/2021 0:00,Medical ICU Inpatient Unit,23,Female,Augusta State University,MSN (CNL),3.75,,No,Yes,6/3/2023 0:00,Returning to school full-time,20798,2.180821918
Emory University Hospital Midtown,4/1/2021 0:00,445743,13920,3/29/2021 0:00,Medical/Surgical Inpatient Unit,24,Female,Augusta State University,MSN (CNL),3.245,,No,No,,,20799,4.991780822
Emory Decatur Hospital,3/15/2021 0:00,445422,13921,3/15/2021 0:00,Neonatal ICU Inpatient Unit,23,Female,Augusta State University,MSN (CNL),3.75,,No,No,,,20800,5.030136986
Emory Saint Joseph's Hospital,2/15/2021 0:00,445135,13922,2/15/2021 0:00,Emergency Department,26,Male,Augusta State University,MSN (CNL),3.75,,No,Yes,3/26/2022 0:00,Obtained position representing a promotion/career advancement,20801,1.106849315
Emory University Hospital,10/28/2024 0:00,2536774,13923,10/7/2024 0:00,Orthopedic Inpatient Unit,25,Female,Augusta State University,MSN (CNL),3.75,Full-time,No,Yes,2/7/2025 0:00,Other/Unknown,20802,0.336986301
Emory University Hospital Midtown,10/30/2020 0:00,443346,13924,10/26/2020 0:00,Cardiac/Heart/Vascular Critical Care,22,Female,Augusta State University,BSN,3.245,,No,Yes,11/24/2022 0:00,Other/Unknown,20803,2.079452055
Emory Saint Joseph's Hospital,10/12/2020 0:00,443084,13925,10/12/2020 0:00,Oncology Inpatient Unit,22,Female,Augusta State University,BSN,3.75,,No,Yes,1/13/2023 0:00,Other/Unknown,20804,2.254794521
Emory University Hospital,8/6/2020 0:00,435163,13926,8/3/2020 0:00,Perioperative OR,22,Female,Augusta State University,BSN,3.75,,No,No,,,20805,5.643835616
Emory University Hospital,8/6/2020 0:00,435315,13927,7/27/2020 0:00,Surgical ICU Inpatient Unit,22,Female,Augusta State University,BSN,3.245,,No,No,,,20806,5.663013699
Emory University Hospital,8/6/2020 0:00,2269927,13928,7/27/2020 0:00,Surgical ICU Inpatient Unit,23,Female,Augusta State University,BSN,3.245,,No,Yes,8/21/2021 0:00,Relocating out of area,20807,1.068493151
Emory University Hospital Midtown,8/1/2020 0:00,442416,13929,8/10/2020 0:00,Mother/Baby Unit,21,Female,Augusta State University,BSN,3.75,,No,No,,,20808,5.624657534
Emory University Hospital,7/30/2020 0:00,442620,13930,8/3/2020 0:00,Oncology Inpatient Unit,22,Female,Augusta State University,BSN,3.245,,No,Yes,3/10/2022 0:00,Relocating out of area,20809,1.6
Emory Saint Joseph's Hospital,7/13/2020 0:00,442286,13931,7/13/2020 0:00,General Medical Inpatient Unit,23,Female,Augusta State University,BSN,3.75,Per Diem,No,No,,,20810,5.701369863
Emory Saint Joseph's Hospital,7/13/2020 0:00,442287,13932,7/13/2020 0:00,Medical/Surgical Inpatient Unit,23,Female,Augusta State University,BSN,3.245,,No,Yes,3/3/2022 0:00,Obtained position representing a different job experience,20811,1.638356164
Emory Saint Joseph's Hospital,7/13/2020 0:00,442288,13933,7/13/2020 0:00,Medical/Surgical Inpatient Unit,22,Female,Augusta State University,BSN,3.75,,No,Yes,5/8/2022 0:00,Obtained position representing a different job experience,20812,1.819178082
Emory University Hospital,5/1/2020 0:00,1948868,13934,3/9/2020 0:00,Cardiac/Heart/Vascular Critical Care,26,Male,Augusta State University,MSN (CNL),3.75,,No,No,,,20813,6.046575342
Emory University Hospital Midtown,4/1/2020 0:00,415744,13935,2/23/2020 0:00,Medical ICU Inpatient Unit,29,Male,Augusta State University,MSN (CNL),3.245,,No,Yes,9/5/2021 0:00,Other/Unknown,20814,1.534246575
Emory University Hospital Midtown,4/1/2020 0:00,2028288,13936,3/8/2020 0:00,Cardiac/Heart/Vascular Critical Care,26,Female,Augusta State University,MSN (CNL),3.245,,No,No,,,20815,6.049315068
The Emory Clinic,3/1/2020 0:00,2028288,13937,3/8/2020 0:00,Cardiac/Heart/Vascular Critical Care,26,Female,Augusta State University,MSN (CNL),3.245,,No,No,,,20816,6.049315068
Emory Rehabilitation Hospital,10/24/2019 0:00,437669,13938,10/14/2019 0:00,Rehabilitation Inpatient Unit,29,Female,Augusta State University,MSN (CNL),3.245,,No,No,,,20817,6.449315068
Emory University Hospital,10/24/2019 0:00,437669,13939,10/21/2019 0:00,Rehabilitation Inpatient Unit,29,Female,Augusta State University,MSN (CNL),3.245,,No,No,,,20818,6.430136986
Emory University Hospital,10/24/2019 0:00,437929,13940,10/21/2019 0:00,Oncology Inpatient Unit,22,Female,Augusta State University,BSN,3.245,,No,No,,,20819,6.430136986
Emory University Hospital,10/24/2019 0:00,2232948,13941,10/21/2019 0:00,Medical ICU Inpatient Unit,21,Female,Augusta State University,BSN,3.75,,No,Yes,1/23/2021 0:00,Obtained position representing a different job experience,20820,1.260273973
Emory University Hospital,8/1/2019 0:00,435937,13942,7/22/2019 0:00,General Medical Inpatient Unit,23,Male,Augusta State University,BSN,3.245,,No,No,,,20821,6.679452055
Emory University Hospital Midtown,7/25/2019 0:00,436406,13943,7/29/2019 0:00,Medical/Surgical Intermediate Unit,22,Female,Augusta State University,BSN,3.245,,No,No,,,20822,6.660273973
Emory University Hospital Midtown,7/25/2019 0:00,436591,13944,7/29/2019 0:00,Medical/Surgical Intermediate Unit,21,Female,Augusta State University,BSN,3.245,,No,Yes,5/1/2021 0:00,Obtained position with a more desirable work schedule,20823,1.75890411
